63,56
45,56
12,17
13,3
7,20
10,23
51,55
7,11
60,25
19,23
49,42
45,47
9,30
60,45
20,13
47,53
3,21
53,38
23,25
8,7
41,39
47,35
56,43
13,29
7,0
1,12
7,8
13,21
52,51
49,51
35,59
39,61
48,65
22,5
39,39
42,35
5,26
7,37
68,53
19,2
21,12
23,1
55,69
33,61
57,65
22,15
56,45
25,21
9,14
6,35
57,58
68,67
61,27
70,59
17,7
50,57
53,56
70,29
15,15
58,65
14,13
15,4
13,22
55,60
49,39
59,63
1,11
66,37
24,29
7,13
13,31
53,37
67,65
39,33
3,27
59,33
35,63
53,59
58,29
46,35
56,33
61,22
65,41
41,64
61,59
65,30
13,11
37,35
41,70
5,12
1,25
38,35
17,4
1,1
61,35
39,35
63,69
67,21
42,57
61,70
49,41
9,15
21,22
61,63
44,41
43,38
53,33
3,15
61,57
16,27
15,3
29,7
45,33
16,21
51,59
14,9
58,55
3,23
63,27
62,27
9,25
24,3
49,37
25,10
57,63
61,56
28,11
29,5
69,47
57,45
63,36
12,15
59,31
38,53
45,35
35,37
61,25
21,3
13,17
49,64
11,21
53,57
44,55
20,21
11,15
57,57
42,69
15,29
17,1
55,43
55,29
49,35
51,50
67,57
59,60
15,13
3,10
15,23
65,49
69,58
63,42
5,18
44,61
14,21
29,10
65,47
69,45
18,31
19,8
19,19
3,19
45,41
25,19
47,30
61,32
17,11
67,49
11,28
9,5
38,45
34,39
14,17
68,49
51,66
19,3
23,2
12,19
51,45
13,15
55,70
19,10
29,20
65,53
7,6
65,39
59,40
63,53
67,47
57,47
61,55
53,45
18,3
16,23
3,29
15,31
61,51
63,35
9,26
24,19
15,27
51,56
65,38
59,34
68,45
3,16
41,69
51,34
65,57
19,5
22,21
55,51
47,31
61,58
45,65
46,33
69,67
17,25
51,43
41,37
59,41
11,26
47,47
20,17
43,41
16,19
49,68
26,5
16,13
51,47
51,54
36,37
7,9
55,47
59,69
33,39
67,39
64,65
63,29
61,19
46,53
65,55
52,31
66,21
66,25
67,51
43,43
54,29
52,67
63,48
49,59
9,21
5,1
45,30
65,27
60,55
55,61
61,66
53,51
31,5
23,17
53,47
41,41
49,62
11,31
21,28
65,22
7,5
7,1
4,3
48,57
47,57
53,63
15,11
51,44
63,62
47,38
21,19
57,59
43,53
9,16
61,69
43,37
51,69
17,21
11,5
66,53
64,33
5,2
7,29
57,61
17,17
3,11
39,63
11,29
45,52
69,53
69,65
59,48
63,68
22,27
46,45
59,35
11,13
11,17
18,17
6,27
37,38
59,55
45,32
21,21
46,63
13,23
5,29
5,17
37,42
54,67
2,3
19,1
45,70
7,25
45,68
9,9
49,32
7,3
69,55
68,13
43,69
63,25
61,47
23,29
46,51
11,14
65,63
25,1
24,25
25,4
61,40
38,57
64,37
5,13
43,40
65,56
2,5
10,7
21,32
9,33
18,27
49,40
12,9
69,68
51,39
63,46
17,13
65,45
19,17
14,31
67,43
63,61
63,59
27,1
49,66
17,23
10,31
63,24
5,16
7,32
46,59
1,15
55,63
41,35
17,5
57,31
9,19
66,41
52,65
11,32
21,23
5,20
21,8
69,48
5,22
67,58
49,34
25,3
17,9
51,61
17,24
3,1
27,2
20,1
56,67
33,48
50,47
1,13
39,43
13,10
56,57
51,63
51,42
69,25
67,29
5,32
48,69
12,29
13,5
51,49
61,39
27,0
46,39
53,60
36,41
1,21
9,4
30,21
44,67
53,65
15,14
54,39
18,7
63,31
7,10
65,21
45,45
43,48
58,35
1,3
53,27
51,35
65,51
63,57
63,23
62,67
52,45
67,30
57,43
39,41
5,25
54,27
59,49
49,43
67,70
50,37
57,33
27,21
62,43
21,15
25,22
29,51
53,49
9,7
45,37
66,63
3,30
61,46
35,41
38,65
38,69
69,61
29,1
1,22
63,49
63,33
49,61
34,61
56,29
7,14
9,22
15,12
63,63
15,30
45,61
19,15
15,2
61,37
65,34
49,67
63,60
18,15
15,16
69,59
21,1
47,54
65,65
23,8
25,28
43,44
44,45
69,43
59,67
48,35
35,39
6,13
44,35
47,48
59,26
39,59
23,23
9,17
63,65
7,33
9,11
53,53
66,47
69,57
60,69
23,13
3,20
51,62
69,51
3,7
5,10
27,20
70,41
3,17
66,65
12,31
15,9
53,29
15,7
68,51
23,27
57,29
41,63
1,5
61,43
63,39
25,25
69,56
41,68
67,24
45,46
49,63
59,68
51,33
67,31
15,19
62,31
67,60
6,23
59,29
23,9
67,37
53,42
5,27
11,18
69,49
59,25
15,8
17,31
9,18
5,21
43,65
61,65
0,11
49,47
63,67
11,27
69,44
62,35
5,8
59,36
2,1
13,7
41,38
21,7
47,43
66,49
23,12
39,36
67,45
40,43
12,7
21,5
21,24
63,58
66,69
53,54
25,27
68,23
61,34
17,0
61,31
61,64
6,5
53,39
63,30
35,45
19,4
25,20
1,27
23,24
65,29
65,67
45,51
27,26
29,2
15,25
62,45
6,15
19,26
56,55
28,5
54,63
51,31
2,7
